AA,A,ALL,-32.0,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,RS
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,RS,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,RS
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,RS,32.0,0.978,0.004,0.017,0.000,0.000,0.000,0.000,0.000,0.000,RS
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,RS,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,ALL
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,RS,-79,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,RS,-79,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,RS
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,RS,32.0,0.978,0.004,0.017,0.000,0.000,0.000,0.000,0.000,0.000,RS
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,RS,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,RS
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,RS,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,RS
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,RS,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,ALL
AA,A,NOTHING,-64,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,RS
AA,A,ALL,11.0,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,RS,11.0,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,UP
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,UP,32.0,0.003,0.004,0.017,0.000,0.975,0.000,0.000,0.000,0.000,UP
AA,A,RS,29.0,0.978,0.004,0.017,0.000,0.000,0.000,0.000,0.000,0.000,RS
AA,A,RS,29.0,0.978,0.004,0.017,0.000,0.000,0.000,0.000,0.000,0.000,RS
AA,A,RS,11.0,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,ALL
AA,A,RS,11.0,0.135,0.140,0.674,0.012,0.012,0.012,0.012,0.001,0.001,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
AA,A,ALL,32.0,0.003,0.978,0.017,0.000,0.000,0.000,0.000,0.000,0.000,ALL
AA,A,NOTHING,32.0,0.003,0.004,0.992,0.000,0.000,0.000,0.000,0.000,0.000,NOTHING
